task_id,baseline_start,duration_hours,labor,material,equipment,energy,testing_inspection,project_management,facility,utilities,communication,training,quality_management,overtime,delay_penalty,inventory_holding,waiting_cost,idle_resource,revenue_delay,expediting,insurance,rework,warranty,litigation,regulatory_compliance,contingency_reserve,management_reserve,transportation,ordering,packaging,reverse_logistics,customs,supplier_coordination,opportunity_cost,capital_cost,financing_cost,npv_loss,esg_cost,carbon_tax,reputation_cost,task_name,total_cost
C2012-08_348,2013-07-02 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 13,85151.21
C2012-08_349,2013-07-11 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 14,85151.21
C2012-08_350,2013-07-20 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 15,85151.21
C2012-08_351,2013-07-29 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 16,85151.21
C2012-08_352,2013-08-07 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 17,85151.21
C2012-08_353,2013-08-16 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 18,85151.21
C2012-08_354,2013-08-25 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 19,85151.21
C2012-08_355,2013-09-03 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 20,85151.21
C2012-08_356,2013-09-12 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 21,85151.21
C2012-08_357,2013-09-21 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 22,85151.21
C2012-08_358,2013-09-30 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 23,85151.21
C2012-08_359,2013-10-09 06:00:00,144.0,0.0,55100.0,0.0,0.0,1686.06,1736.642,1157.761,578.881,578.881,289.44,868.321,0.0,1157.761,1157.761,578.881,578.881,868.321,578.881,1447.202,1157.761,868.321,578.881,868.321,1447.202,1157.761,1447.202,578.881,289.44,868.321,578.881,1157.761,578.881,1157.761,1157.761,868.321,868.321,578.881,578.881,Assembly of midsection 24,85151.21
C2012-08_27,2013-02-13 06:00:00,1280.0,0.0,350000.0,0.0,0.0,10710.0,11031.3,7354.2,3677.1,3677.1,1838.55,5515.65,0.0,7354.2,7354.2,3677.1,3677.1,5515.65,3677.1,9192.75,7354.2,5515.65,3677.1,5515.65,9192.75,7354.2,9192.75,3677.1,1838.55,5515.65,3677.1,7354.2,3677.1,7354.2,7354.2,5515.65,5515.65,3677.1,3677.1,Purchase of secondary steel items,540887.9
C2012-08_29,2013-03-25 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 1,62743.0
C2012-08_360,2013-04-03 06:00:00,144.0,0.0,40744.0,0.0,0.0,1246.766,1284.169,856.113,428.056,428.056,214.028,642.085,0.0,856.113,856.113,428.056,428.056,642.085,428.056,1070.141,856.113,642.085,428.056,642.085,1070.141,856.113,1070.141,428.056,214.028,642.085,428.056,856.113,428.056,856.113,856.113,642.085,642.085,428.056,428.056,Final jacket assembly 2,62965.53
C2012-08_361,2013-04-12 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 3,62743.0
C2012-08_362,2013-04-21 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 4,62743.0
C2012-08_363,2013-04-30 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 5,62743.0
C2012-08_364,2013-05-09 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 6,62743.0
C2012-08_365,2013-05-18 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 7,62743.0
C2012-08_366,2013-05-27 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 8,62743.0
C2012-08_367,2013-06-05 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 9,62743.0
C2012-08_368,2013-06-14 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 10,62743.0
C2012-08_369,2013-06-23 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 11,62743.0
C2012-08_370,2013-07-02 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 12,62743.0
C2012-08_371,2013-07-11 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 13,62743.0
C2012-08_372,2013-07-20 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 14,62743.0
C2012-08_373,2013-07-29 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 15,62743.0
C2012-08_374,2013-08-07 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 16,62743.0
C2012-08_375,2013-08-16 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 17,62743.0
C2012-08_376,2013-08-25 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 18,62743.0
C2012-08_377,2013-09-03 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 19,62743.0
C2012-08_378,2013-09-12 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 20,62743.0
C2012-08_379,2013-09-21 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 21,62743.0
C2012-08_380,2013-09-30 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 22,62743.0
C2012-08_381,2013-10-09 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 23,62743.0
C2012-08_382,2013-10-18 06:00:00,144.0,0.0,40600.0,0.0,0.0,1242.36,1279.631,853.087,426.544,426.544,213.272,639.815,0.0,853.087,853.087,426.544,426.544,639.815,426.544,1066.359,853.087,639.815,426.544,639.815,1066.359,853.087,1066.359,426.544,213.272,639.815,426.544,853.087,426.544,853.087,853.087,639.815,639.815,426.544,426.544,Final jacket assembly 24,62743.0
C2012-08_31,2013-04-03 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 1,22408.22
C2012-08_383,2013-04-12 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 2,22408.22
C2012-08_384,2013-04-21 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 3,22408.22
C2012-08_385,2013-04-30 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 4,22408.22
C2012-08_386,2013-05-09 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 5,22408.22
C2012-08_387,2013-05-18 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 6,22408.22
C2012-08_388,2013-05-27 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 7,22408.22
C2012-08_389,2013-06-05 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 8,22408.22
C2012-08_390,2013-06-14 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 9,22408.22
C2012-08_391,2013-06-23 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 10,22408.22
C2012-08_392,2013-07-02 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 11,22408.22
C2012-08_393,2013-07-11 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 12,22408.22
C2012-08_394,2013-07-20 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 13,22408.22
C2012-08_395,2013-07-29 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 14,22408.22
C2012-08_396,2013-08-07 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 15,22408.22
C2012-08_397,2013-08-16 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 16,22408.22
C2012-08_398,2013-08-25 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 17,22408.22
C2012-08_399,2013-09-03 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 18,22408.22
C2012-08_400,2013-09-12 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 19,22408.22
C2012-08_401,2013-09-21 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 20,22408.22
C2012-08_402,2013-09-30 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 21,22408.22
C2012-08_403,2013-10-09 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 22,22408.22
C2012-08_404,2013-10-18 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 23,22408.22
C2012-08_405,2013-10-27 06:00:00,16.0,0.0,14500.0,0.0,0.0,443.7,457.011,304.674,152.337,152.337,76.169,228.506,0.0,304.674,304.674,152.337,152.337,228.506,152.337,380.843,304.674,228.506,152.337,228.506,380.843,304.674,380.843,152.337,76.169,228.506,152.337,304.674,152.337,304.674,304.674,228.506,228.506,152.337,152.337,Transport (Hoboken to Vlissingen) 24,22408.22
C2012-08_313,2013-05-04 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 1,46268.76
C2012-08_314,2013-05-03 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 2,46268.76
C2012-08_315,2013-04-29 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 3,46268.76
C2012-08_316,2013-05-02 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 4,46268.76
C2012-08_317,2013-05-14 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 5,46268.76
C2012-08_318,2013-05-19 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 6,46268.76
C2012-08_319,2013-05-28 06:00:00,16.0,4800.0,0.0,20000.0,5000.0,924.0,951.72,634.48,317.24,317.24,158.62,475.86,0.0,634.48,634.48,317.24,317.24,475.86,317.24,793.1,634.48,475.86,317.24,475.86,793.1,634.48,793.1,317.24,158.62,475.86,317.24,634.48,317.24,634.48,634.48,475.86,475.86,317.24,317.24,Transport of the jacket foundations 7,46268.76
